Timestep,Steps - BLUE,Steps - ORANGE,Pressure Plates Activated - BLUE,Pressure Plates Activated - ORANGE,Blocks Placed - BLUE,Blocks Placed - ORANGE,Blocks Removed - BLUE,Blocks Removed - ORANGE,Messages Sent - BLUE,Messages Sent - ORANGE
0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0
4,1,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,0
6,1,0,0,0,0,0,0,0,0,0
7,2,1,0,0,0,0,0,0,0,0
8,2,1,0,0,0,0,0,0,0,0
9,3,1,0,0,0,0,0,0,0,0
10,4,1,0,0,0,0,0,0,0,0
11,4,1,0,0,0,0,0,0,0,0
12,4,1,0,0,0,0,0,0,0,0
13,4,1,0,0,0,0,0,0,0,0
14,4,2,0,0,0,0,0,0,0,0
15,4,2,0,0,0,0,0,0,0,0
16,4,2,0,0,0,0,0,0,0,0
17,4,2,0,0,0,0,0,0,0,0
18,4,2,0,0,0,0,0,0,0,0
19,4,2,0,0,0,0,0,0,0,0
20,4,2,0,0,0,0,0,0,0,0
21,4,3,0,0,0,0,0,0,0,0
22,4,3,0,0,0,0,0,0,0,0
23,4,3,0,0,0,0,0,0,0,0
24,5,3,0,0,0,0,0,0,0,0
25,5,3,0,0,0,0,0,0,0,0
26,5,4,0,0,0,0,0,0,0,0
27,5,4,0,0,0,0,0,0,0,0
28,5,4,0,0,0,0,0,0,0,0
29,5,4,0,0,0,0,0,0,0,0
30,5,4,0,0,0,0,0,0,0,0
31,5,4,0,0,0,0,0,0,0,0
32,5,4,0,0,0,0,0,0,0,0
33,5,4,0,0,0,0,0,0,0,0
34,6,5,0,0,0,0,0,0,0,0
35,6,5,0,0,0,0,0,0,0,0
36,7,5,0,0,0,0,0,0,0,0
37,8,5,0,0,0,0,0,0,0,0
38,8,5,0,0,0,0,0,0,0,0
39,8,5,0,0,0,0,0,0,0,0
40,8,5,0,0,0,0,0,0,0,0
41,8,6,0,0,0,0,0,0,0,0
42,8,6,0,0,0,0,0,0,0,0
43,8,7,0,0,0,0,0,0,0,0
44,8,7,0,0,0,0,0,0,0,0
45,8,7,0,0,0,0,0,0,0,0
46,8,8,0,0,0,0,0,0,0,0
47,9,8,0,0,0,0,0,0,0,0
