Timestep,Steps - BLUE,Steps - ORANGE,Pressure Plates Activated - BLUE,Pressure Plates Activated - ORANGE,Blocks Placed - BLUE,Blocks Placed - ORANGE,Blocks Removed - BLUE,Blocks Removed - ORANGE,Messages Sent - BLUE,Messages Sent - ORANGE
0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0,0,0
3,1,1,0,0,0,0,0,0,0,0
4,1,1,0,0,0,0,0,0,0,0
5,1,2,0,0,0,0,0,0,0,0
6,1,2,0,0,0,0,0,0,0,0
7,1,2,0,0,0,0,0,0,0,0
8,1,2,0,0,0,0,0,0,0,0
9,1,2,0,0,0,0,0,0,0,0
10,1,2,0,0,0,0,0,0,0,0
11,1,2,0,0,0,0,0,0,0,0
12,1,3,0,0,0,0,0,0,0,0
13,1,3,0,0,0,0,0,0,0,0
14,2,3,0,0,0,0,0,0,0,0
15,3,3,0,0,0,0,0,0,0,0
16,3,3,0,0,0,0,0,0,1,1
17,3,3,0,0,0,0,0,0,1,1
18,3,3,0,0,0,0,0,0,1,1
19,3,3,0,0,0,0,0,0,1,1
20,3,3,0,0,0,0,0,0,1,1
21,3,3,0,0,0,0,0,0,1,1
22,3,3,0,0,0,0,0,0,1,1
23,3,3,0,0,0,0,0,0,1,1
24,3,3,0,0,0,0,0,0,1,1
25,3,3,0,0,0,0,0,0,1,1
26,4,4,0,0,0,0,0,0,1,1
27,4,4,0,0,0,0,0,0,1,1
28,4,4,0,0,0,0,0,0,1,1
29,4,4,0,0,0,0,0,0,1,1
30,4,4,0,0,0,0,0,0,1,1
31,4,4,0,0,0,0,0,0,1,1
32,4,4,0,0,0,0,0,0,1,1
33,4,4,0,0,0,0,0,0,1,1
34,4,4,0,0,0,0,0,0,1,1
35,5,4,0,0,0,0,0,0,1,1
36,5,4,0,0,0,0,0,0,1,1
37,5,4,0,0,0,0,0,0,1,1
38,6,4,0,0,0,0,0,0,1,1
39,6,4,0,0,0,0,0,0,1,1
40,6,4,0,0,0,0,0,0,1,1
41,6,4,0,0,0,0,0,0,1,1
42,6,4,0,0,0,0,0,0,1,1
43,6,4,0,0,0,0,0,0,1,1
44,6,4,0,0,0,0,0,0,1,1
45,6,4,0,0,0,0,0,0,1,1
46,6,5,0,0,0,0,0,0,1,1
47,6,5,0,0,0,0,0,0,1,1
48,7,5,0,0,0,0,0,0,1,1
49,7,5,0,0,0,0,0,0,1,1
50,7,5,0,0,0,0,0,0,1,1
51,7,6,0,0,0,0,0,0,1,1
52,7,6,0,0,0,0,0,0,1,1
53,8,7,0,0,0,0,0,0,1,1
54,8,7,0,0,0,0,0,0,1,1
55,8,7,0,0,0,0,0,0,1,1
56,8,7,0,0,0,0,0,0,1,1
57,9,7,0,0,0,0,0,0,1,1
58,9,7,0,0,0,0,0,0,1,1
59,9,8,0,0,0,0,0,0,1,1
60,9,8,0,0,0,0,0,0,1,1
61,9,8,0,0,0,0,0,0,1,1
62,9,8,0,0,0,0,0,0,1,1
63,9,8,0,0,0,0,0,0,1,1
64,9,8,0,0,0,0,0,0,1,1
65,9,8,0,0,0,0,0,0,1,1
66,10,8,0,0,0,0,0,0,1,1
67,10,8,0,0,0,0,0,0,1,1
68,10,8,0,0,0,0,0,0,1,1
69,10,8,0,0,0,0,0,0,1,1
70,10,8,0,0,0,0,0,0,1,1
71,10,8,0,0,0,0,0,0,1,1
72,10,8,0,0,0,0,0,0,1,1
73,10,9,0,0,0,0,0,0,1,1
74,10,9,0,0,0,0,0,0,1,1
75,10,9,0,0,0,0,0,0,1,1
76,10,9,0,0,0,0,0,0,1,1
77,10,9,0,0,0,0,0,0,1,1
78,10,9,0,0,0,0,0,0,1,1
79,11,10,0,0,0,0,0,0,1,1
80,11,11,0,0,0,0,0,0,1,1
81,11,11,0,0,0,0,0,0,1,1
82,11,12,0,0,0,0,0,0,1,1
83,11,12,0,0,0,0,0,0,1,1
84,12,12,1,0,0,0,0,0,1,1
85,12,12,1,0,0,0,0,0,1,1
86,12,12,1,0,0,0,0,0,1,1
87,12,12,1,0,0,0,0,0,1,1
88,12,12,1,0,0,0,0,0,1,1
89,12,12,1,0,0,0,0,0,1,1
90,12,12,1,0,0,0,0,0,1,1
91,12,12,1,0,0,0,0,0,1,1
92,12,12,1,0,0,0,0,0,1,1
93,12,12,1,0,0,0,0,0,1,1
94,12,12,1,0,0,0,0,0,1,1
95,12,13,1,0,0,0,0,0,1,1
96,12,13,1,0,0,0,0,0,1,1
97,12,13,1,0,0,0,0,0,1,1
98,12,14,1,0,0,0,0,0,1,1
99,12,14,1,0,0,0,0,0,1,1
100,12,14,1,0,0,0,0,0,1,1
101,13,15,1,0,0,0,0,0,1,1
102,13,15,1,0,0,0,0,0,1,1
103,13,15,1,0,0,0,0,0,1,1
104,13,15,1,0,0,0,0,0,1,1
105,13,16,1,0,0,0,0,0,1,1
106,13,17,1,0,0,0,0,0,1,1
107,13,17,1,0,0,0,0,0,1,1
108,13,17,1,0,0,0,0,0,1,1
109,13,17,1,0,0,0,0,0,1,1
110,13,17,1,0,0,0,0,0,1,1
111,13,17,1,0,0,0,0,0,1,1
112,13,17,1,0,0,0,0,0,1,1
113,13,17,1,0,0,0,0,0,1,1
114,13,17,1,0,0,0,0,0,1,1
115,13,17,1,0,0,0,0,0,1,1
116,13,18,1,0,0,0,0,0,1,1
117,13,18,1,0,0,0,0,0,1,1
118,14,18,1,0,0,0,0,0,1,1
119,14,18,1,0,0,0,0,0,1,1
120,15,18,1,0,0,0,0,0,1,1
121,15,18,1,0,0,0,0,0,1,1
122,15,18,1,0,0,0,0,0,1,1
123,15,18,1,0,0,0,0,0,1,1
124,15,18,1,0,0,0,0,0,1,1
125,16,18,1,0,0,0,0,0,1,1
126,17,18,1,0,0,0,0,0,1,1
127,17,18,1,0,0,0,0,0,1,1
128,17,18,1,0,0,0,0,0,1,1
129,17,18,1,0,0,0,0,0,1,1
130,17,18,1,0,0,0,0,0,1,1
131,17,19,1,0,0,0,0,0,1,1
132,17,19,1,0,0,0,0,0,1,1
133,18,19,1,0,0,0,0,0,1,1
134,19,20,1,0,0,0,0,0,1,1
