Timestep,Steps - BLUE,Steps - ORANGE,Pressure Plates Activated - BLUE,Pressure Plates Activated - ORANGE,Blocks Placed - BLUE,Blocks Placed - ORANGE,Blocks Removed - BLUE,Blocks Removed - ORANGE,Messages Sent - BLUE,Messages Sent - ORANGE
0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,1,1
2,0,1,0,0,0,0,0,0,2,2
3,1,2,0,0,0,0,0,0,3,3
4,2,3,0,0,0,0,0,0,4,4
5,3,4,0,0,0,0,0,0,5,5
6,4,5,0,0,0,0,0,0,6,7
7,4,5,0,0,0,0,0,0,8,10
8,4,5,0,0,0,0,0,0,9,12
9,5,6,0,0,0,0,0,0,10,14
10,6,6,0,0,0,0,0,0,11,16
11,7,7,0,0,0,0,0,0,12,18
12,8,8,0,0,0,0,0,0,13,20
13,8,8,0,0,0,0,0,0,14,21
14,9,8,0,0,0,1,0,0,15,22
15,10,8,0,0,0,1,0,0,16,24
16,10,9,0,0,0,1,0,0,17,26
17,11,10,0,0,0,1,0,0,18,29
18,12,10,0,0,0,1,0,0,19,31
19,13,11,0,0,0,1,0,0,20,33
20,13,11,0,0,0,1,0,0,21,35
21,14,11,0,0,0,1,0,0,22,37
22,15,11,0,0,0,1,0,0,24,39
23,16,11,0,0,0,1,0,0,26,41
24,17,11,0,0,0,1,0,0,29,43
25,17,11,0,0,0,1,0,0,31,45
26,18,11,0,0,0,1,0,0,33,47
27,19,11,0,0,0,1,0,0,34,49
28,20,11,0,0,0,1,0,0,35,51
29,20,11,0,0,0,1,0,0,36,53
30,20,11,0,0,0,1,0,0,37,55
31,21,11,0,0,0,1,0,0,38,57
32,22,11,0,0,0,1,0,0,39,59
33,23,11,0,0,0,1,0,0,40,61
34,23,11,0,0,0,1,0,0,42,63
35,24,11,0,0,0,1,0,0,44,65
36,25,11,0,0,0,1,0,0,47,67
37,25,11,0,0,0,1,0,0,49,69
38,26,11,0,0,0,1,0,0,51,71
39,27,11,0,0,0,1,0,0,53,73
40,28,11,0,0,0,1,0,0,55,75
41,29,11,0,0,0,1,0,0,56,77
42,30,11,0,0,0,1,0,0,58,79
