Timestep,Steps - BLUE,Steps - ORANGE,Pressure Plates Activated - BLUE,Pressure Plates Activated - ORANGE,Blocks Placed - BLUE,Blocks Placed - ORANGE,Blocks Removed - BLUE,Blocks Removed - ORANGE,Messages Sent - BLUE,Messages Sent - ORANGE
0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,1
2,1,1,0,0,0,0,0,0,2,2
3,1,2,0,0,0,0,0,0,3,3
4,2,3,0,0,0,0,0,0,4,4
5,3,4,0,0,0,0,0,0,5,5
6,3,5,0,0,0,0,0,0,6,6
7,4,5,0,0,0,0,0,0,7,8
8,5,6,0,0,0,0,0,0,8,10
9,6,6,0,0,0,0,0,0,9,12
10,6,7,0,0,0,0,0,0,11,14
11,7,7,0,0,0,0,0,0,13,16
12,7,7,0,0,0,0,0,0,15,18
13,8,7,0,0,0,0,0,0,17,20
