Timestep,Steps - BLUE,Steps - ORANGE,Pressure Plates Activated - BLUE,Pressure Plates Activated - ORANGE,Blocks Placed - BLUE,Blocks Placed - ORANGE,Blocks Removed - BLUE,Blocks Removed - ORANGE,Messages Sent - BLUE,Messages Sent - ORANGE
0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0
3,1,1,0,0,0,0,0,0,0,0
4,1,1,0,0,0,0,0,0,0,0
5,2,2,0,0,0,0,0,0,0,0
6,2,2,0,0,0,0,0,0,0,0
7,2,2,0,0,0,0,0,0,0,0
8,3,2,0,0,0,0,0,0,0,0
9,3,2,0,0,0,0,0,0,0,0
10,4,2,1,0,0,0,0,0,0,0
11,4,2,1,0,0,0,0,0,0,0
12,4,3,1,0,0,0,0,0,0,0
13,5,3,1,0,0,0,0,0,0,0
14,5,4,1,0,0,0,0,0,0,0
15,5,4,1,0,0,0,0,0,0,0
16,6,5,1,0,0,0,0,0,0,0
17,6,5,1,0,0,0,0,0,0,0
18,6,5,1,0,0,0,0,0,0,0
19,7,6,1,0,0,0,0,0,0,0
20,7,6,1,0,0,0,0,0,0,0
21,8,6,1,0,0,0,0,0,0,0
22,9,6,1,0,0,0,0,0,0,0
23,9,7,1,0,0,0,0,0,0,0
24,10,7,1,0,0,0,0,0,0,0
25,10,8,1,0,0,0,0,0,0,0
26,10,8,1,0,0,0,0,0,0,0
27,11,8,1,0,0,0,0,0,0,0
28,11,9,1,0,0,0,0,0,0,0
29,12,9,1,0,0,0,0,0,0,0
30,12,9,1,0,0,0,0,0,0,0
31,12,10,1,0,0,0,0,0,0,0
32,13,10,1,0,0,0,0,0,0,0
33,13,11,1,0,0,0,0,0,0,0
34,13,11,1,0,0,0,0,0,0,0
35,13,12,1,1,0,0,0,0,0,0
36,13,12,1,1,0,0,0,0,0,0
37,13,12,1,1,0,0,0,0,0,0
38,14,12,1,1,0,0,0,0,0,0
39,14,13,1,1,0,0,0,0,0,0
40,15,14,1,1,0,0,0,0,0,0
41,15,15,1,1,0,0,0,0,0,0
42,15,15,1,1,0,0,0,0,0,0
43,15,15,1,1,0,1,0,0,0,0
44,16,15,1,1,0,1,0,0,0,0
45,16,15,1,1,0,1,0,0,0,0
46,16,16,1,1,0,1,0,0,0,0
47,16,17,1,1,0,1,0,0,0,0
