Timestep,Steps - BLUE,Steps - ORANGE,Pressure Plates Activated - BLUE,Pressure Plates Activated - ORANGE,Blocks Placed - BLUE,Blocks Placed - ORANGE,Blocks Removed - BLUE,Blocks Removed - ORANGE,Messages Sent - BLUE,Messages Sent - ORANGE
0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0,0,0
3,0,1,0,0,0,0,0,0,0,0
4,0,1,0,0,0,0,0,0,0,0
5,0,2,0,0,0,0,0,0,0,0
6,0,2,0,0,0,0,0,0,0,0
7,0,3,0,0,0,0,0,0,0,0
8,1,3,0,0,0,0,0,0,0,0
9,1,4,0,0,0,0,0,0,0,0
10,1,4,0,0,0,0,0,0,0,0
11,2,5,0,0,0,0,0,0,0,0
12,2,5,0,0,0,0,0,0,0,0
13,3,5,0,0,0,0,0,0,0,0
14,3,6,0,0,0,0,0,0,0,0
15,3,6,0,0,0,0,0,0,0,0
16,4,7,0,0,0,0,0,0,0,0
17,4,7,0,0,0,0,0,0,0,0
18,4,7,0,0,0,0,0,0,0,0
19,5,7,0,0,0,0,0,0,0,0
20,5,7,0,0,0,0,0,0,0,0
21,6,7,0,0,0,0,0,0,0,0
22,6,7,0,0,0,0,0,0,0,0
23,6,7,0,0,0,0,0,0,0,0
24,7,7,0,0,0,0,0,0,0,0
25,7,7,0,0,0,0,0,0,0,0
26,8,7,0,0,0,0,0,0,0,0
27,8,7,0,0,0,0,0,0,0,0
28,9,7,0,0,0,0,0,0,0,0
29,9,7,0,0,0,0,0,0,0,0
30,10,7,0,0,0,0,0,0,0,0
