Timestep,Steps - BLUE,Steps - ORANGE,Pressure Plates Activated - BLUE,Pressure Plates Activated - ORANGE,Blocks Placed - BLUE,Blocks Placed - ORANGE,Blocks Removed - BLUE,Blocks Removed - ORANGE,Messages Sent - BLUE,Messages Sent - ORANGE
0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,1
2,0,1,0,0,0,0,0,0,2,2
3,1,2,0,0,0,0,0,0,3,3
4,2,3,0,0,0,0,0,0,5,4
5,3,4,0,0,0,0,0,0,7,5
6,4,5,0,0,0,0,0,0,9,6
7,5,5,0,0,0,0,0,0,10,9
8,5,5,0,0,0,0,0,0,13,11
9,5,5,0,0,0,0,0,0,15,13
10,6,5,0,0,0,0,0,0,17,15
11,6,5,0,0,0,0,0,0,18,17
12,7,5,0,0,0,0,0,0,19,19
13,7,5,0,0,0,0,0,0,20,21
14,8,5,0,0,0,0,0,0,21,23
15,9,5,1,0,0,0,0,0,23,25
16,9,6,1,0,0,0,0,0,25,27
17,10,7,1,0,0,0,0,0,27,29
18,10,8,1,0,0,0,0,0,29,31
19,11,9,1,0,0,0,0,0,31,32
20,12,10,1,0,0,0,0,0,33,33
21,12,11,1,0,0,0,0,0,34,35
22,13,11,1,0,0,0,0,0,35,37
23,14,11,1,0,0,0,0,0,36,39
24,15,11,1,0,0,0,0,0,37,41
25,16,11,1,0,0,0,0,0,38,43
26,16,11,1,0,0,0,0,0,39,45
27,17,11,1,0,0,0,0,0,40,47
28,18,11,1,0,0,0,0,0,41,49
29,19,11,1,0,0,0,0,0,42,51
30,20,11,1,0,0,0,0,0,43,53
31,21,11,1,0,0,0,0,0,44,55
32,21,11,1,0,0,0,0,0,47,59
33,22,11,1,0,0,0,0,0,50,61
34,22,12,1,0,0,0,0,0,52,63
35,23,13,1,0,0,0,0,0,54,65
36,24,14,1,0,0,0,0,0,55,66
37,25,15,1,0,0,0,0,0,56,67
38,25,15,1,0,0,0,0,0,57,69
39,26,15,1,0,0,0,0,0,58,71
40,27,15,2,0,0,0,0,0,60,73
41,27,16,2,0,0,0,0,0,62,75
42,28,17,2,0,0,0,0,0,64,77
43,29,17,2,0,0,0,0,0,66,79
44,29,18,2,0,0,0,0,0,67,81
45,30,19,2,0,0,0,0,0,68,83
46,30,20,2,0,0,0,0,0,69,84
47,30,20,2,0,0,0,0,0,70,85
48,31,21,2,0,0,0,0,0,71,86
49,31,21,2,0,0,0,0,0,72,87
50,32,22,2,0,0,0,0,0,73,88
51,32,22,2,0,0,0,0,0,74,89
52,33,23,2,0,0,0,0,0,75,90
53,33,24,2,0,0,0,0,0,76,91
54,34,25,2,0,0,0,0,0,77,92
55,34,26,2,0,0,0,0,0,78,93
56,35,27,2,0,0,0,0,0,79,95
57,35,27,2,0,0,0,0,0,80,97
58,36,27,2,0,0,0,0,0,81,99
59,37,27,2,0,0,0,0,0,82,101
60,38,27,2,0,0,0,0,0,83,103
61,39,27,2,0,0,0,0,0,84,105
62,39,27,2,0,0,0,0,0,86,107
63,39,27,2,0,0,0,0,0,88,109
64,39,27,2,0,0,0,0,0,90,111
65,39,27,2,0,0,0,0,0,92,113
66,39,27,2,0,0,0,0,0,94,115
67,39,27,2,0,0,0,0,0,96,117
68,39,27,2,0,0,0,0,0,98,119
69,39,27,2,0,0,0,0,0,100,121
70,39,27,2,0,0,0,0,0,102,123
71,39,27,2,0,0,0,0,0,104,125
72,39,27,2,0,0,0,0,0,106,127
73,39,27,2,0,0,0,0,0,108,129
74,39,27,2,0,0,0,0,0,110,131
75,39,27,2,0,0,0,0,0,112,133
76,39,27,2,0,0,0,0,0,114,135
77,39,27,2,0,0,0,0,0,116,137
78,39,27,2,0,0,0,0,0,118,139
79,39,27,2,0,0,0,0,0,120,141
80,39,27,2,0,0,0,0,0,122,143
81,39,27,2,0,0,0,0,0,124,145
82,39,27,2,0,0,0,0,0,126,147
83,39,27,2,0,0,0,0,0,129,150
84,39,27,2,0,0,0,0,0,131,152
85,40,27,2,0,0,0,0,0,133,154
86,41,27,2,0,0,0,0,0,134,156
87,42,27,2,0,0,0,0,0,135,158
88,43,28,2,0,0,0,0,0,136,160
89,44,28,2,0,0,0,0,0,137,162
90,44,29,2,0,0,0,0,0,138,164
91,45,30,2,0,0,0,0,0,139,165
92,46,31,2,0,0,0,0,0,141,166
93,46,32,2,0,0,0,0,0,143,167
94,46,33,2,0,0,0,0,0,145,168
95,46,34,2,0,0,0,0,0,147,169
96,46,35,2,0,0,0,0,0,149,170
97,46,36,2,1,0,0,0,0,151,172
98,47,36,2,1,0,0,0,0,153,174
99,48,37,2,1,0,0,0,0,155,176
100,48,37,2,1,0,0,0,0,156,178
101,49,38,2,1,0,0,0,0,157,180
102,50,39,2,1,0,0,0,0,158,182
103,51,39,2,1,0,0,0,0,159,183
104,52,40,2,1,0,0,0,0,160,184
105,53,41,2,1,0,0,0,0,161,185
106,54,42,2,1,0,0,0,0,163,186
107,54,43,2,1,0,0,0,0,165,187
108,54,43,2,1,0,0,0,0,167,188
109,54,44,2,1,0,0,0,0,169,189
110,54,45,2,1,0,0,0,0,171,190
111,54,46,2,1,0,0,0,0,173,191
112,54,47,2,1,0,0,0,0,175,192
113,54,48,2,1,0,0,0,0,177,194
114,54,48,2,1,0,0,0,0,180,196
115,54,49,2,1,0,0,0,0,182,198
116,55,49,2,1,0,0,0,0,184,200
117,56,49,2,1,0,0,0,0,186,202
118,57,49,2,1,0,0,0,0,187,204
119,58,49,2,1,0,0,0,0,188,206
120,59,49,2,1,0,0,0,0,189,208
121,60,49,2,1,0,0,0,0,190,210
122,61,49,2,1,0,0,0,0,191,212
123,62,49,2,1,0,0,0,0,192,214
124,63,49,3,1,0,0,0,0,194,216
125,63,49,3,1,0,0,0,0,196,218
126,63,50,3,1,0,0,0,0,198,220
127,64,51,3,1,0,0,0,0,200,222
128,65,52,3,1,0,0,0,0,202,224
129,66,53,3,1,0,0,0,0,203,225
130,67,54,3,1,0,0,0,0,204,226
131,68,55,3,1,0,0,0,0,205,228
132,69,55,3,1,0,0,0,0,206,230
133,70,55,3,1,0,0,0,0,207,232
134,71,55,3,1,0,0,0,0,208,234
135,72,55,3,1,0,0,0,0,210,236
