Timestep,Steps - BLUE,Steps - ORANGE,Pressure Plates Activated - BLUE,Pressure Plates Activated - ORANGE,Blocks Placed - BLUE,Blocks Placed - ORANGE,Blocks Removed - BLUE,Blocks Removed - ORANGE,Messages Sent - BLUE,Messages Sent - ORANGE
0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0
4,0,1,0,0,0,0,0,0,0,0
5,0,1,0,0,0,0,0,0,0,0
6,0,1,0,0,0,0,0,0,0,0
7,0,1,0,0,0,0,0,0,0,0
8,0,1,0,0,0,0,0,0,0,0
9,0,1,0,0,0,0,0,0,0,0
10,0,1,0,0,0,0,0,0,0,0
11,0,1,0,0,0,0,0,0,0,0
12,0,1,0,0,0,0,0,0,0,0
13,0,1,0,0,0,0,0,0,0,0
14,1,1,0,0,0,0,0,0,0,0
15,1,1,0,0,0,0,0,0,0,0
16,1,1,0,0,0,0,0,0,0,0
17,2,2,0,0,0,0,0,0,0,0
18,3,2,0,0,0,0,0,0,0,0
19,3,2,0,0,0,0,0,0,0,0
20,3,2,0,0,0,0,0,0,0,0
21,3,2,0,0,0,0,0,0,0,0
22,3,2,0,0,0,0,0,0,0,0
23,3,2,0,0,0,0,0,0,0,0
24,3,3,0,0,0,0,0,0,0,0
25,3,4,0,0,0,0,0,0,0,0
26,3,4,0,0,0,0,0,0,0,0
27,4,4,0,0,0,0,0,0,0,0
28,4,5,0,0,0,0,0,0,0,0
29,5,5,0,0,0,0,0,0,0,0
30,5,5,0,0,0,0,0,0,0,0
31,5,5,0,0,0,0,0,0,0,0
32,6,5,0,0,0,0,0,0,0,0
33,6,5,0,0,0,0,0,0,0,0
34,6,5,0,0,0,0,0,0,0,0
35,7,5,0,0,0,0,0,0,0,0
36,7,6,0,0,0,0,0,0,0,0
37,7,6,0,0,0,0,0,0,0,0
38,7,6,0,0,0,0,0,0,0,0
39,8,7,0,0,0,0,0,0,0,0
40,8,7,0,0,0,0,0,0,0,0
41,8,7,0,0,0,0,0,0,0,0
42,8,7,0,0,0,0,0,0,0,0
43,9,7,0,0,0,0,0,0,0,0
44,9,7,0,0,0,0,0,0,0,0
45,9,7,0,0,0,0,0,0,0,0
46,9,8,0,0,0,0,0,0,0,0
47,9,8,0,0,0,0,0,0,0,0
