Timestep,Steps - BLUE,Steps - ORANGE,Pressure Plates Activated - BLUE,Pressure Plates Activated - ORANGE,Blocks Placed - BLUE,Blocks Placed - ORANGE,Blocks Removed - BLUE,Blocks Removed - ORANGE,Messages Sent - BLUE,Messages Sent - ORANGE
0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0
10,0,1,0,0,0,0,0,0,0,0
11,0,1,0,0,0,0,0,0,0,0
12,0,1,0,0,0,0,0,0,0,0
13,0,2,0,0,0,0,0,0,0,0
14,0,2,0,0,0,0,0,0,0,0
15,1,3,0,0,0,0,0,0,0,0
16,1,4,0,0,0,0,0,0,0,0
17,1,5,0,0,0,0,0,0,0,0
18,1,5,0,0,0,0,0,0,0,0
19,1,5,0,0,0,0,0,0,0,0
20,1,6,0,0,0,0,0,0,0,0
21,1,7,0,0,0,0,0,0,0,0
22,1,7,0,0,0,0,0,0,0,0
23,1,7,0,0,0,0,0,0,0,0
24,1,7,0,0,0,0,0,0,0,0
25,1,7,0,0,0,0,0,0,0,0
26,1,7,0,0,0,0,0,0,0,0
27,1,7,0,0,0,0,0,0,0,0
28,1,7,0,0,0,0,0,0,0,0
29,2,7,0,0,0,0,0,0,0,0
30,2,7,0,0,0,0,0,0,0,0
31,3,7,0,0,0,0,0,0,0,0
32,3,7,0,0,0,0,0,0,0,0
33,3,7,0,0,0,0,0,0,0,0
34,3,7,0,0,0,0,0,0,0,0
35,3,8,0,0,0,0,0,0,0,0
36,3,8,0,0,0,0,0,0,0,0
37,3,8,0,0,0,0,0,0,0,0
38,3,8,0,0,0,0,0,0,0,0
39,4,9,0,0,0,0,0,0,0,0
40,4,10,0,0,0,0,0,0,0,0
41,4,10,0,0,0,0,0,0,0,0
42,4,11,0,0,0,0,0,0,0,0
43,4,11,0,0,0,0,0,0,0,0
44,4,11,0,0,0,0,0,0,0,0
45,5,12,0,0,0,0,0,0,0,0
46,5,12,0,0,0,0,0,0,0,0
47,5,13,0,0,0,0,0,0,0,0
