Timestep,Steps - BLUE,Steps - ORANGE,Pressure Plates Activated - BLUE,Pressure Plates Activated - ORANGE,Blocks Placed - BLUE,Blocks Placed - ORANGE,Blocks Removed - BLUE,Blocks Removed - ORANGE,Messages Sent - BLUE,Messages Sent - ORANGE
0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0,0,0
3,0,1,0,0,0,0,0,0,0,0
4,1,1,0,0,0,0,0,0,0,0
5,1,2,0,0,0,0,0,0,0,0
6,2,2,0,0,0,0,0,0,0,0
7,2,3,0,0,0,0,0,0,0,0
8,2,3,0,0,0,0,0,0,0,0
9,3,4,0,0,0,0,0,0,0,0
10,3,4,0,0,0,0,0,0,0,0
11,4,4,0,0,0,0,0,0,0,0
12,4,5,0,0,0,0,0,0,0,0
13,5,5,0,0,0,0,0,0,0,0
14,5,5,0,0,0,0,0,0,0,0
15,5,6,0,0,0,0,0,0,0,0
16,6,6,0,0,0,0,0,0,0,0
17,6,6,0,0,0,0,0,0,0,0
18,7,6,0,0,0,1,0,0,0,0
19,7,6,0,0,0,1,0,0,0,0
20,7,6,0,0,0,1,0,0,0,0
21,8,7,0,0,0,1,0,0,0,0
22,8,7,0,0,0,1,0,0,0,0
23,8,8,0,0,0,1,0,0,0,0
24,8,8,0,0,1,1,0,0,0,0
25,8,8,0,0,1,1,0,0,0,0
26,8,8,0,0,1,1,0,0,0,0
27,9,9,0,0,1,1,0,0,0,0
28,9,9,0,0,1,1,0,0,0,0
29,10,10,0,0,1,1,0,0,0,0
30,10,10,0,0,1,1,0,0,0,0
31,11,10,0,0,1,1,0,0,0,0
32,11,10,0,0,1,1,0,0,0,0
33,12,11,0,0,1,1,0,0,0,0
34,12,11,0,0,1,1,0,0,0,0
35,13,12,0,0,1,1,0,0,0,0
36,13,12,0,0,1,1,0,0,0,0
37,14,13,0,0,1,1,0,0,0,0
38,14,13,0,0,1,1,0,0,0,0
39,15,13,0,0,1,1,0,0,0,0
40,15,14,0,0,1,1,0,0,0,0
41,15,14,0,0,1,1,0,0,0,0
42,15,14,0,0,1,1,0,0,0,0
43,15,15,0,0,1,1,0,0,0,0
44,15,15,0,0,1,1,0,0,0,0
45,15,16,0,0,1,1,0,0,0,0
46,15,17,0,0,1,1,0,0,0,0
47,15,17,0,0,1,1,0,0,0,0
48,15,18,0,0,1,1,0,0,0,0
49,15,18,0,0,1,1,0,0,0,0
50,15,19,0,0,1,1,0,0,0,0
51,15,20,0,0,1,1,0,0,0,0
52,15,21,0,0,1,1,0,0,0,0
53,15,21,0,0,1,1,0,0,0,0
54,15,22,0,0,1,1,0,0,0,0
55,15,22,0,0,1,1,0,0,0,0
56,15,23,0,0,1,1,0,0,0,0
57,15,23,0,0,1,1,0,0,0,0
58,15,24,0,0,1,1,0,0,0,0
59,15,24,0,0,1,1,0,0,0,0
60,15,25,0,0,1,1,0,0,0,0
61,15,25,0,0,1,1,0,0,0,0
62,15,26,0,0,1,1,0,0,0,0
63,15,26,0,0,1,1,0,0,0,0
64,15,27,0,0,1,1,0,0,0,0
