Timestep,Steps - BLUE,Steps - ORANGE,Pressure Plates Activated - BLUE,Pressure Plates Activated - ORANGE,Blocks Placed - BLUE,Blocks Placed - ORANGE,Blocks Removed - BLUE,Blocks Removed - ORANGE,Messages Sent - BLUE,Messages Sent - ORANGE
0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0,0,0
3,0,1,0,0,0,0,0,0,0,0
4,0,1,0,0,0,0,0,0,0,0
5,0,1,0,0,0,0,0,0,0,0
6,0,1,0,0,0,0,0,0,0,0
7,0,1,0,0,0,0,0,0,0,0
8,0,1,0,0,0,0,0,0,0,0
9,0,1,0,0,0,0,0,0,0,0
10,0,1,0,0,0,0,0,0,0,0
11,1,1,0,0,0,0,0,0,0,0
12,1,1,0,0,0,0,0,0,0,0
13,1,1,0,0,0,0,0,0,0,0
14,1,2,0,0,0,0,0,0,0,0
15,1,2,0,0,0,0,0,0,0,0
16,1,2,0,0,0,0,0,0,0,0
17,1,2,0,0,0,0,0,0,0,0
18,1,3,0,0,0,0,0,0,0,0
19,2,3,0,0,0,0,0,0,0,0
20,2,3,0,0,0,0,0,0,0,0
21,2,3,0,0,0,0,0,0,0,0
22,2,3,0,0,0,0,0,0,0,0
23,2,4,0,0,0,0,0,0,0,0
24,2,4,0,0,0,0,0,0,0,0
25,3,5,0,0,0,0,0,0,0,0
26,3,5,0,0,0,0,0,0,0,0
27,3,5,0,0,0,0,0,0,0,0
28,3,5,0,0,0,0,0,0,0,0
29,3,5,0,0,0,0,0,0,0,0
30,3,6,0,0,0,0,0,0,0,0
31,3,7,0,0,0,0,0,0,0,0
32,3,7,0,0,0,0,0,0,0,0
33,4,7,1,0,0,0,0,0,0,0
34,4,7,1,0,0,0,0,0,0,0
35,4,7,1,0,0,0,0,0,0,0
36,4,7,1,0,0,0,0,0,0,0
37,4,7,1,0,0,0,0,0,0,0
38,5,7,1,0,0,0,0,0,0,0
39,5,7,1,0,0,0,0,0,0,0
40,5,7,1,0,0,0,0,0,0,0
41,5,8,1,0,0,0,0,0,0,0
42,5,8,1,0,0,0,0,0,0,0
43,5,9,1,0,0,0,0,0,0,0
44,5,9,1,0,0,0,0,0,0,0
45,5,9,1,0,0,0,0,0,0,0
46,5,10,1,0,0,0,0,0,0,0
47,5,10,1,0,0,0,0,0,0,0
48,5,10,1,0,0,0,0,0,0,0
49,5,10,1,0,0,0,0,0,0,0
50,5,10,1,0,0,0,0,0,0,0
51,5,10,1,0,0,0,0,0,0,0
52,5,10,1,0,0,0,0,0,0,0
53,5,10,1,0,0,0,0,0,0,0
54,6,10,1,0,0,0,0,0,0,0
55,6,10,1,0,0,0,0,0,0,0
56,6,10,1,0,0,0,0,0,0,0
57,6,11,1,0,0,0,0,0,0,0
58,7,11,1,0,0,0,0,0,0,0
59,7,11,1,0,0,0,0,0,0,0
60,7,11,1,0,0,0,0,0,1,1
61,7,11,1,0,0,0,0,0,1,1
62,7,11,1,0,0,0,0,0,1,1
63,7,11,1,0,0,0,0,0,1,1
64,7,11,1,0,0,0,0,0,1,1
65,7,11,1,0,0,0,0,0,1,1
66,7,11,1,0,0,0,0,0,1,1
67,7,11,1,0,0,0,0,0,1,1
68,7,11,1,0,0,0,0,0,1,1
69,7,11,1,0,0,0,0,0,1,1
70,7,11,1,0,0,0,0,0,1,1
71,7,11,1,0,0,0,0,0,1,1
72,7,11,1,0,0,0,0,0,1,1
73,7,12,1,0,0,0,0,0,1,1
74,7,13,1,0,0,0,0,0,1,1
75,7,13,1,0,0,0,0,0,1,1
76,7,13,1,0,0,0,0,0,1,1
77,7,13,1,0,0,0,0,0,1,1
78,7,14,1,0,0,0,0,0,1,1
79,7,14,1,0,0,0,0,0,1,1
80,7,14,1,0,0,0,0,0,1,1
81,7,14,1,0,0,0,0,0,1,1
82,7,14,1,0,0,0,0,0,1,1
83,7,14,1,0,0,0,0,0,1,1
84,7,14,1,0,0,0,0,0,1,1
85,7,14,1,0,0,0,0,0,1,1
86,7,15,1,0,0,0,0,0,1,1
87,7,15,1,0,0,0,0,0,1,1
88,7,15,1,0,0,0,0,0,1,1
89,7,15,1,0,0,0,0,0,1,1
90,7,15,1,0,0,0,0,0,1,1
91,7,15,1,0,0,0,0,0,1,1
92,7,15,1,0,0,0,0,0,1,1
93,7,15,1,0,0,0,0,0,1,1
94,7,15,1,0,0,0,0,0,1,1
95,7,15,1,0,0,0,0,0,1,1
96,7,15,1,0,0,0,0,0,1,1
97,7,15,1,0,0,0,0,0,1,1
98,7,15,1,0,0,0,0,0,1,1
99,7,15,1,0,0,0,0,0,1,1
100,7,16,1,0,0,0,0,0,1,1
101,7,16,1,0,0,0,0,0,1,1
102,7,16,1,0,0,0,0,0,1,1
103,7,17,1,0,0,0,0,0,1,1
104,7,17,1,0,0,0,0,0,1,1
105,7,17,1,0,0,0,0,0,1,1
106,7,17,1,0,0,0,0,0,1,1
107,7,18,1,0,0,0,0,0,1,1
108,7,18,1,0,0,0,0,0,1,1
109,7,18,1,0,0,0,0,0,1,1
110,7,18,1,0,0,0,0,0,1,1
111,7,18,1,0,0,0,0,0,1,1
112,7,18,1,0,0,0,0,0,1,1
113,7,18,1,0,0,0,0,0,1,1
114,7,19,1,1,0,0,0,0,1,1
115,8,20,1,1,0,0,0,0,1,1
116,9,21,1,1,0,0,0,0,1,1
117,9,21,1,1,0,0,0,0,1,1
118,9,22,1,1,0,0,0,0,1,1
119,9,22,1,1,0,0,0,0,1,1
120,10,22,1,1,0,0,0,0,1,1
121,10,22,1,1,0,0,0,0,1,1
122,11,22,1,1,0,0,0,0,1,1
123,11,22,1,1,0,0,0,0,1,1
124,11,22,1,1,0,0,0,0,1,1
125,11,22,1,1,0,0,0,0,1,1
126,12,22,1,1,0,0,0,0,1,1
127,12,23,1,1,0,0,0,0,2,2
128,12,24,1,1,0,0,0,0,2,2
129,12,24,1,1,0,0,0,0,2,2
130,12,24,1,1,0,0,0,0,2,2
131,12,24,1,1,0,0,0,0,2,2
132,13,24,1,1,0,0,0,0,2,2
133,13,24,1,1,0,0,0,0,2,2
134,13,24,1,1,0,0,0,0,2,2
