Timestep,Steps - BLUE,Steps - ORANGE,Pressure Plates Activated - BLUE,Pressure Plates Activated - ORANGE,Blocks Placed - BLUE,Blocks Placed - ORANGE,Blocks Removed - BLUE,Blocks Removed - ORANGE,Messages Sent - BLUE,Messages Sent - ORANGE
0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0,0,0
3,0,1,0,0,0,0,0,0,0,0
4,0,1,0,0,0,0,0,0,0,0
5,1,1,0,0,0,0,0,0,0,0
6,1,1,0,0,0,0,0,0,0,0
7,1,1,0,0,0,0,0,0,0,0
8,1,1,0,0,0,0,0,0,0,0
9,1,1,0,0,0,0,0,0,0,0
10,1,1,0,0,0,0,0,0,0,0
11,1,1,0,0,0,0,0,0,0,0
12,1,1,0,0,0,0,0,0,0,0
13,1,1,0,0,0,0,0,0,0,0
14,1,1,0,0,0,0,0,0,0,0
15,1,1,0,0,0,0,0,0,0,0
16,1,1,0,0,0,0,0,0,0,0
17,1,1,0,0,0,0,0,0,0,0
18,1,1,0,0,0,0,0,0,0,0
19,1,1,0,0,0,0,0,0,0,0
20,1,1,0,0,0,0,0,0,0,0
21,1,1,0,0,0,0,0,0,0,0
22,1,1,0,0,0,0,0,0,0,0
23,1,1,0,0,0,0,0,0,0,0
24,1,1,0,0,0,0,0,0,0,0
25,2,1,0,0,0,0,0,0,0,0
26,2,1,0,0,0,0,0,0,0,0
27,3,1,0,0,0,0,0,0,0,0
28,3,2,0,0,0,0,0,0,0,0
29,3,2,0,0,0,0,0,0,0,0
30,3,2,0,0,0,0,0,0,0,0
31,3,2,0,0,0,0,0,0,0,0
32,3,2,0,0,0,0,0,0,0,0
33,3,3,0,0,0,0,0,0,0,0
34,3,3,0,0,0,0,0,0,0,0
35,3,3,0,0,0,0,0,0,0,0
36,3,3,0,0,0,0,0,0,0,0
37,3,3,0,0,0,0,0,0,0,0
38,3,3,0,0,0,0,0,0,0,0
39,3,3,0,0,0,0,0,0,0,0
40,3,3,0,0,0,0,0,0,0,0
41,4,3,0,0,0,0,0,0,0,0
42,5,3,0,0,0,0,0,0,0,0
43,5,3,0,0,0,0,0,0,0,0
44,5,3,0,0,0,0,0,0,0,0
45,5,3,0,0,0,0,0,0,0,0
46,5,3,0,0,0,0,0,0,0,0
47,5,3,0,0,0,0,0,0,0,0
48,5,3,0,0,0,0,0,0,0,0
49,5,3,0,0,0,0,0,0,0,0
50,5,3,0,0,0,0,0,0,0,0
51,5,3,0,0,0,0,0,0,0,0
52,6,3,0,0,0,0,0,0,0,0
53,6,3,0,0,0,0,0,0,0,0
54,7,3,0,0,0,0,0,0,0,0
55,7,3,0,0,0,0,0,0,0,0
56,7,3,0,0,0,0,0,0,0,0
57,7,3,0,0,0,0,0,0,0,0
58,7,3,0,0,0,0,0,0,0,0
59,7,3,0,0,0,0,0,0,0,0
60,7,3,0,0,0,0,0,0,0,0
61,7,3,0,0,0,0,0,0,0,0
62,8,3,0,0,0,0,0,0,0,0
63,8,3,0,0,0,0,0,0,0,0
64,8,3,0,0,0,0,0,0,0,0
65,8,3,0,0,0,0,0,0,0,0
66,8,4,0,0,0,0,0,0,0,0
67,8,4,0,0,0,0,0,0,0,0
68,8,4,0,0,0,0,0,0,0,0
69,8,5,0,0,0,0,0,0,0,0
70,8,5,0,0,0,0,0,0,0,0
71,8,5,0,0,0,0,0,0,0,0
72,8,5,0,0,0,0,0,0,0,0
73,8,6,0,0,0,0,0,0,0,0
74,8,6,0,0,0,0,0,0,0,0
75,8,6,0,0,0,0,0,0,0,0
76,8,6,0,0,0,0,0,0,0,0
77,8,6,0,0,0,0,0,0,0,0
78,8,7,0,0,0,0,0,0,0,0
79,8,7,0,0,0,0,0,0,0,0
80,8,8,0,0,0,0,0,0,0,0
81,9,9,0,0,0,0,0,0,0,0
82,9,9,0,0,0,0,0,0,0,0
83,10,9,0,0,0,0,0,0,0,0
84,10,10,0,0,0,0,0,0,1,1
85,10,10,0,0,0,0,0,0,1,1
86,10,10,0,0,0,0,0,0,1,1
87,10,10,0,0,0,0,0,0,1,1
88,10,10,0,0,0,0,0,0,1,1
89,10,10,0,0,0,0,0,0,1,1
90,10,10,0,0,0,0,0,0,1,1
91,10,10,0,0,0,0,0,0,1,1
92,10,10,0,0,0,0,0,0,1,1
93,10,10,0,0,0,0,0,0,1,1
94,10,11,0,0,0,0,0,0,1,1
95,10,11,0,0,0,0,0,0,1,1
96,10,11,0,0,0,0,0,0,1,1
97,10,12,0,0,0,0,0,0,1,1
98,10,12,0,0,0,0,0,0,1,1
99,10,12,0,0,0,0,0,0,1,1
100,10,13,0,0,0,0,0,0,1,1
101,10,13,0,0,0,0,0,0,1,1
102,10,14,0,0,0,0,0,0,1,1
103,10,15,0,0,0,0,0,0,1,1
104,10,16,0,0,0,0,0,0,1,1
105,10,16,0,0,0,0,0,0,1,1
106,10,16,0,0,0,0,0,0,1,1
107,10,17,0,0,0,0,0,0,1,1
108,10,17,0,0,0,0,0,0,1,1
109,10,17,0,0,0,0,0,0,1,1
110,10,18,0,0,0,0,0,0,1,1
111,10,18,0,0,0,0,0,0,1,1
112,10,18,0,0,0,0,0,0,1,1
113,10,19,0,0,0,0,0,0,1,1
114,10,19,0,0,0,0,0,0,1,1
115,10,20,0,0,0,0,0,0,1,1
116,10,20,0,0,0,0,0,0,1,1
117,10,20,0,0,0,0,0,0,1,1
118,10,20,0,0,0,0,0,0,1,1
119,10,20,0,0,0,0,0,0,1,1
120,10,20,0,0,0,0,0,0,1,1
121,10,20,0,0,0,0,0,0,1,1
122,10,20,0,0,0,0,0,0,1,1
123,10,21,0,0,0,0,0,0,1,1
124,10,21,0,0,0,0,0,0,1,1
125,10,21,0,0,0,0,0,0,1,1
126,10,21,0,0,0,0,0,0,1,1
127,10,21,0,0,0,0,0,0,1,1
128,10,21,0,0,0,0,0,0,1,1
129,10,22,0,0,0,0,0,0,1,1
130,10,22,0,0,0,0,0,0,1,1
131,10,23,0,0,0,0,0,0,1,1
132,10,23,0,0,0,0,0,0,1,1
133,10,23,0,0,0,0,0,0,1,1
134,10,23,0,0,0,0,0,0,1,1
