Timestep,Steps - BLUE,Steps - ORANGE,Pressure Plates Activated - BLUE,Pressure Plates Activated - ORANGE,Blocks Placed - BLUE,Blocks Placed - ORANGE,Blocks Removed - BLUE,Blocks Removed - ORANGE,Messages Sent - BLUE,Messages Sent - ORANGE
0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0,0,0
3,1,1,0,0,0,0,0,0,0,0
4,1,1,0,0,0,0,0,0,0,0
5,2,1,0,0,0,0,0,0,0,0
6,2,2,0,0,0,0,0,0,0,0
7,3,2,0,0,0,0,0,0,0,0
8,3,3,0,0,0,0,0,0,0,0
9,3,3,0,0,0,0,0,0,0,0
10,3,3,0,0,0,0,0,0,0,0
11,3,3,0,0,0,0,0,0,0,0
12,3,4,0,0,0,0,0,0,0,0
13,3,4,0,0,0,0,0,0,0,0
14,3,5,0,0,0,0,0,0,0,0
15,3,6,0,0,0,0,0,0,0,0
16,3,6,0,0,0,0,0,0,0,0
17,3,7,0,1,0,0,0,0,0,0
18,3,7,0,1,0,0,0,0,0,0
19,4,7,0,1,0,0,0,0,0,0
20,4,8,0,1,0,0,0,0,0,0
21,5,8,0,1,0,0,0,0,0,0
22,5,8,0,1,0,0,0,0,0,0
23,5,9,0,1,0,0,0,0,0,0
24,6,9,0,1,0,0,0,0,0,0
25,6,9,0,1,0,0,0,0,0,0
26,6,10,0,1,0,0,0,0,0,0
27,7,11,0,1,0,0,0,0,0,0
28,7,11,0,1,0,0,0,0,0,0
29,7,11,0,1,0,0,0,0,0,0
30,8,12,0,1,0,0,0,0,0,0
31,8,13,0,1,0,0,0,0,0,0
32,9,13,1,1,0,0,0,0,0,0
33,9,14,1,1,0,0,0,0,0,0
34,9,14,1,1,0,0,0,0,0,0
35,10,15,1,1,0,0,0,0,0,0
36,10,15,1,1,0,0,0,0,0,0
37,10,16,1,1,0,0,0,0,0,0
38,10,16,1,1,0,0,0,0,0,0
39,11,16,2,1,0,0,0,0,0,0
40,12,16,2,1,0,0,0,0,0,0
41,12,16,2,1,0,0,0,0,0,0
42,13,16,2,1,0,0,0,0,0,0
43,13,16,2,1,0,0,0,0,0,0
44,14,16,2,1,0,0,0,0,0,0
45,14,16,2,1,0,0,0,0,0,0
46,14,16,2,1,0,0,0,0,0,0
47,15,16,2,1,0,0,0,0,0,0
