Timestep,Steps - BLUE,Steps - ORANGE,Pressure Plates Activated - BLUE,Pressure Plates Activated - ORANGE,Blocks Placed - BLUE,Blocks Placed - ORANGE,Blocks Removed - BLUE,Blocks Removed - ORANGE,Messages Sent - BLUE,Messages Sent - ORANGE
0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0,0,0
3,1,1,0,0,0,0,0,0,0,0
4,1,1,0,0,0,0,0,0,0,0
5,1,2,0,0,0,0,0,0,0,0
6,2,2,0,0,0,0,0,0,0,0
7,2,3,0,0,0,0,0,0,0,0
8,2,3,0,0,0,0,0,0,0,0
9,3,3,0,0,0,0,0,0,0,0
10,3,3,0,0,0,0,0,0,0,0
11,3,3,0,0,0,0,0,0,0,0
12,3,4,0,0,0,0,0,0,0,0
13,3,4,0,0,0,0,0,0,0,0
14,3,5,0,0,0,0,0,0,0,0
15,3,6,0,0,0,0,0,0,0,0
16,3,6,0,0,0,0,0,0,0,0
17,3,7,0,1,0,0,0,0,0,0
18,3,7,0,1,0,0,0,0,0,0
19,4,7,0,1,0,0,0,0,0,0
20,4,8,0,1,0,0,0,0,0,0
21,5,8,0,1,0,0,0,0,0,0
22,5,8,0,1,0,0,0,0,0,0
23,5,9,0,1,0,0,0,0,0,0
24,6,9,0,1,0,0,0,0,0,0
25,6,9,0,1,0,0,0,0,0,0
26,6,10,0,1,0,0,0,0,0,0
27,7,11,0,1,0,0,0,0,0,0
28,7,11,0,1,0,0,0,0,0,0
29,7,11,0,1,0,0,0,0,0,0
30,8,12,0,1,0,0,0,0,0,0
31,8,13,0,1,0,0,0,0,0,0
32,9,14,1,1,0,0,0,0,0,0
33,9,14,1,1,0,0,0,0,0,0
34,9,15,1,1,0,0,0,0,0,0
35,9,16,1,1,0,0,0,0,0,0
36,9,16,1,1,0,0,0,0,0,0
37,9,17,1,1,0,0,0,0,0,0
38,10,17,1,1,0,0,0,0,0,0
39,10,18,1,1,0,0,0,0,0,0
40,10,18,1,1,0,0,0,0,0,0
41,10,19,1,1,0,0,0,0,0,0
42,11,19,2,1,0,0,0,0,0,0
43,12,19,2,1,0,0,0,0,0,0
44,12,20,2,1,0,0,0,0,0,0
45,12,20,2,1,0,0,0,0,0,0
46,12,21,2,1,0,0,0,0,0,0
47,13,21,3,1,0,0,0,0,0,0
48,13,21,3,1,0,0,0,0,0,0
49,13,21,3,1,0,0,0,0,0,0
50,13,22,3,1,0,0,0,0,0,0
51,13,22,3,1,0,0,0,0,0,0
52,14,22,3,1,0,0,0,0,0,0
53,15,22,3,1,0,1,0,0,0,0
54,15,22,3,1,0,1,0,0,0,0
55,16,22,3,1,0,1,0,0,0,0
56,16,22,3,1,0,1,0,0,0,0
57,16,23,3,1,0,1,0,0,0,0
58,17,23,3,1,0,1,0,0,0,0
59,17,23,3,1,0,1,0,0,0,0
60,17,24,3,1,0,1,0,0,0,0
61,17,24,3,1,0,1,0,0,0,0
62,17,25,3,1,0,1,0,0,0,0
63,17,25,3,1,0,1,0,0,0,0
64,17,25,3,1,0,1,0,0,0,0
65,17,25,3,1,0,1,0,0,0,0
66,17,26,3,1,0,1,0,0,0,0
67,17,27,3,1,0,1,0,0,0,0
68,17,27,3,1,0,1,0,0,0,0
69,17,28,3,2,0,1,0,0,0,0
70,17,29,3,2,0,1,0,0,0,0
71,17,29,3,2,0,1,0,0,0,0
72,17,29,3,2,0,1,0,0,0,0
73,17,30,3,2,0,1,0,0,0,0
74,17,31,3,2,0,1,0,0,0,0
75,17,32,3,2,0,1,0,0,0,0
76,17,33,3,2,0,1,0,0,0,0
77,17,33,3,2,0,1,0,0,0,0
78,17,33,3,2,0,1,0,0,0,0
79,17,33,3,2,0,1,0,0,0,0
80,17,34,3,2,0,1,0,0,0,0
81,17,34,3,2,0,1,0,0,0,0
82,17,35,3,2,0,1,0,0,0,0
83,17,36,3,2,0,1,0,0,0,0
84,17,36,3,2,0,1,0,0,0,0
85,17,36,3,2,0,1,0,0,0,0
86,17,36,3,2,0,1,0,0,0,0
87,17,36,3,2,0,1,0,0,0,0
88,18,36,3,2,0,1,0,0,0,0
89,18,36,3,2,0,1,0,0,0,0
90,19,36,3,2,0,1,0,0,0,0
91,19,36,3,2,0,1,0,0,0,0
92,20,36,3,2,0,1,0,0,0,0
93,20,36,3,2,0,1,0,0,0,0
94,21,36,3,2,0,1,0,0,0,0
95,21,36,3,2,0,1,0,0,0,0
96,22,36,3,2,0,1,0,0,0,0
97,22,36,3,2,0,1,0,0,0,0
98,23,36,3,2,0,1,0,0,0,0
99,23,37,3,2,0,1,0,0,0,0
100,24,37,3,2,0,1,0,0,0,0
101,24,38,3,2,0,1,0,0,0,0
102,25,39,3,2,0,1,0,0,0,0
103,25,39,3,2,0,1,0,0,0,0
104,26,40,3,2,0,1,0,0,0,0
105,26,40,3,2,0,1,0,0,0,0
106,27,41,3,2,0,1,0,0,0,0
107,27,41,3,2,0,1,0,0,0,0
108,27,42,3,2,0,1,0,0,0,0
109,27,43,3,2,0,1,0,0,0,0
110,27,43,3,2,0,1,0,0,0,0
111,27,44,3,2,0,1,0,0,0,0
