Timestep,Steps - BLUE,Steps - ORANGE,Pressure Plates Activated - BLUE,Pressure Plates Activated - ORANGE,Blocks Placed - BLUE,Blocks Placed - ORANGE,Blocks Removed - BLUE,Blocks Removed - ORANGE,Messages Sent - BLUE,Messages Sent - ORANGE
0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,2,1
2,1,1,0,0,0,0,0,0,4,2
3,1,2,0,0,0,0,0,0,6,3
4,2,3,1,0,0,0,0,0,8,4
5,3,3,1,0,0,0,0,0,10,6
6,3,4,1,0,0,0,0,0,12,8
7,4,4,1,0,0,0,0,0,14,11
8,4,4,1,0,0,0,0,0,17,13
9,4,4,1,0,0,0,0,0,19,15
10,5,4,1,0,0,0,0,0,21,17
11,5,4,1,0,0,0,0,0,23,19
12,6,4,2,0,0,0,0,0,25,21
13,7,4,2,0,0,0,0,0,27,23
14,7,4,2,0,0,0,0,0,29,26
15,8,4,2,0,0,0,0,0,32,28
16,8,4,2,0,0,0,0,0,35,30
17,8,4,2,0,0,0,0,0,38,32
18,9,4,2,0,0,0,0,0,41,34
19,9,4,2,0,0,0,0,0,43,36
20,10,4,3,0,0,0,0,0,45,38
21,10,5,3,0,0,0,0,0,47,40
22,10,6,3,0,0,0,0,0,49,42
23,11,7,3,0,0,0,0,0,51,44
24,12,8,3,0,0,0,0,0,53,45
25,13,8,3,0,0,0,0,0,54,46
26,13,9,3,0,0,0,0,0,55,47
27,14,9,3,0,0,0,0,0,56,49
28,14,9,3,0,0,0,0,0,59,50
29,15,10,3,0,0,0,0,0,61,51
30,15,10,3,0,0,0,0,0,63,52
31,15,11,3,0,0,0,0,0,65,53
32,15,12,3,0,0,0,0,0,67,54
33,15,12,3,0,0,0,0,0,69,56
34,15,13,3,0,0,0,0,0,71,58
35,15,14,3,0,0,0,0,0,73,60
36,15,15,3,0,0,0,0,0,75,62
37,15,15,3,0,0,0,0,0,77,64
38,15,16,3,1,0,0,0,0,79,66
39,15,16,3,1,0,0,0,0,81,69
40,16,17,3,1,0,0,0,0,84,71
41,17,18,3,1,0,0,0,0,86,73
42,18,18,3,1,0,0,0,0,88,75
43,19,18,3,1,0,0,0,0,90,76
44,19,19,3,1,0,0,0,0,91,77
45,19,20,3,1,1,0,0,0,92,79
46,19,20,3,1,1,0,0,0,95,81
47,20,20,3,1,1,0,0,0,97,82
48,20,20,3,1,1,0,0,0,99,83
49,21,21,3,1,1,0,0,0,101,84
50,21,21,3,1,1,0,0,0,103,86
51,22,21,3,1,1,0,0,0,105,88
52,22,21,3,1,1,0,0,0,107,90
53,23,22,3,1,1,0,0,0,109,92
54,24,22,3,1,1,0,0,0,111,94
55,24,23,3,1,1,0,0,0,113,96
56,25,23,4,1,1,1,0,0,115,98
57,25,23,4,1,1,1,0,0,117,101
58,26,24,4,1,1,1,0,0,119,104
59,26,24,4,1,1,1,0,0,122,107
60,27,25,4,1,1,1,0,0,125,110
61,27,26,4,1,1,1,0,0,127,113
62,28,27,4,1,1,1,0,0,129,116
63,29,28,4,1,1,1,0,0,131,117
64,30,29,4,1,1,1,0,0,133,118
65,30,29,4,1,1,1,0,0,135,121
66,31,30,4,1,1,1,0,0,137,124
67,31,30,4,1,1,1,0,0,139,127
68,32,31,4,1,1,1,0,0,141,130
69,32,31,4,1,1,1,0,0,144,133
70,33,31,4,1,1,1,0,0,147,136
71,34,31,4,1,1,1,0,0,150,139
72,35,31,4,1,1,1,0,0,153,142
73,36,31,4,1,1,1,0,0,154,145
74,37,31,4,1,1,1,0,0,155,148
75,37,31,4,1,1,1,0,0,158,151
76,38,31,4,1,1,1,0,0,161,154
77,38,31,4,1,1,1,0,0,164,157
78,39,31,4,1,1,1,0,0,167,160
