Timestep,Steps - BLUE,Steps - ORANGE,Pressure Plates Activated - BLUE,Pressure Plates Activated - ORANGE,Blocks Placed - BLUE,Blocks Placed - ORANGE,Blocks Removed - BLUE,Blocks Removed - ORANGE,Messages Sent - BLUE,Messages Sent - ORANGE
0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,2,1
2,0,1,0,0,0,0,0,0,4,2
3,1,1,0,0,0,0,0,0,6,3
4,2,2,0,0,0,0,0,0,8,4
5,2,3,0,0,0,0,0,0,10,5
6,3,3,0,0,0,0,0,0,12,7
7,4,4,0,0,0,0,0,0,14,9
8,4,4,0,0,0,0,0,0,16,12
9,5,4,0,0,0,0,0,0,19,14
10,5,4,0,0,0,0,0,0,21,16
11,6,4,1,0,0,0,0,0,23,18
12,6,4,1,0,0,0,0,0,25,20
13,7,5,1,0,0,0,0,0,27,22
14,7,6,1,0,0,0,0,0,29,25
15,8,7,1,0,0,0,0,0,32,27
16,8,8,1,0,0,0,0,0,35,28
17,8,8,1,0,0,0,0,0,38,29
18,9,9,1,0,0,0,0,0,41,30
19,9,9,1,0,0,0,0,0,43,32
20,10,10,2,0,0,0,0,0,46,33
21,10,10,2,0,0,0,0,0,48,34
22,10,11,2,0,0,0,0,0,50,35
23,11,12,2,0,0,0,0,0,52,36
24,12,12,2,0,0,0,0,0,54,37
25,13,13,2,0,0,0,0,0,55,38
26,13,13,2,0,0,0,0,0,56,40
27,14,14,2,0,0,0,0,0,57,42
28,14,15,2,0,0,0,0,0,59,44
29,15,16,2,0,0,0,0,0,61,46
30,15,17,2,0,0,0,0,0,63,48
31,15,17,2,0,0,0,0,0,65,50
32,15,18,2,1,0,0,0,0,67,52
33,15,18,2,1,0,0,0,0,69,55
34,16,19,2,1,0,0,0,0,72,57
35,17,20,2,1,0,0,0,0,74,59
36,18,20,2,1,0,0,0,0,76,60
37,19,21,2,1,0,0,0,0,77,61
38,19,21,2,1,0,0,0,0,78,62
39,19,21,2,1,1,0,0,0,79,64
40,19,22,2,1,1,0,0,0,82,67
41,20,22,2,1,1,0,0,0,84,69
42,20,23,2,1,1,0,0,0,86,71
43,21,24,2,2,1,0,0,0,88,74
44,21,24,2,2,1,0,0,0,89,76
45,21,24,2,2,1,0,0,0,90,78
46,22,25,2,2,1,0,0,0,91,80
47,23,25,2,2,1,0,0,0,93,83
48,23,26,2,2,1,0,0,0,95,86
49,24,26,2,2,1,0,0,0,97,88
50,24,26,2,2,1,0,0,0,99,90
51,24,27,2,2,1,0,0,0,101,92
52,25,27,2,2,1,0,0,0,103,95
53,25,27,2,2,1,0,0,0,105,98
54,25,28,2,2,1,0,0,0,107,101
55,26,28,2,2,1,0,0,0,109,103
56,26,28,2,2,1,0,0,0,111,105
57,26,29,2,2,1,0,0,0,113,107
58,27,29,2,2,1,0,0,0,115,110
59,27,29,2,2,1,0,0,0,117,113
60,27,30,2,2,1,0,0,0,119,116
61,28,30,2,2,1,0,0,0,121,118
62,28,30,2,2,1,0,0,0,123,120
63,28,31,2,2,1,0,0,0,125,122
64,29,31,2,2,1,0,0,0,127,125
65,29,31,2,2,1,0,0,0,129,128
66,29,32,2,2,1,0,0,0,131,131
67,30,32,2,2,1,0,0,0,133,133
68,30,32,2,2,1,0,0,0,135,135
69,30,33,2,2,1,0,0,0,137,137
70,31,33,2,2,1,0,0,0,139,140
71,31,33,2,2,1,0,0,0,141,143
72,31,34,2,2,1,0,0,0,143,146
73,32,34,2,2,1,0,0,0,145,148
74,32,34,2,2,1,0,0,0,147,150
75,32,35,2,2,1,0,0,0,149,152
