Timestep,Steps - BLUE,Steps - ORANGE,Pressure Plates Activated - BLUE,Pressure Plates Activated - ORANGE,Blocks Placed - BLUE,Blocks Placed - ORANGE,Blocks Removed - BLUE,Blocks Removed - ORANGE,Messages Sent - BLUE,Messages Sent - ORANGE
0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0,0,0
3,0,1,0,0,0,0,0,0,0,0
4,0,1,0,0,0,0,0,0,0,0
5,0,1,0,0,0,0,0,0,0,0
6,0,1,0,0,0,0,0,0,0,0
7,0,1,0,0,0,0,0,0,0,0
8,0,1,0,0,0,0,0,0,0,0
9,0,1,0,0,0,0,0,0,0,0
10,0,1,0,0,0,0,0,0,0,0
11,0,1,0,0,0,0,0,0,0,0
12,0,1,0,0,0,0,0,0,0,0
13,0,1,0,0,0,0,0,0,0,0
14,0,1,0,0,0,0,0,0,0,0
15,1,1,0,0,0,0,0,0,0,0
16,1,1,0,0,0,0,0,0,0,0
17,1,1,0,0,0,0,0,0,0,0
18,1,1,0,0,0,0,0,0,0,0
19,2,1,0,0,0,0,0,0,0,0
20,2,1,0,0,0,0,0,0,0,0
21,2,1,0,0,0,0,0,0,0,0
22,2,1,0,0,0,0,0,0,0,0
23,2,1,0,0,0,0,0,0,0,0
24,2,1,0,0,0,0,0,0,0,0
25,2,1,0,0,0,0,0,0,0,0
26,2,1,0,0,0,0,0,0,0,0
27,2,1,0,0,0,0,0,0,0,0
28,2,1,0,0,0,0,0,0,0,0
29,3,1,0,0,0,0,0,0,0,0
30,3,2,0,0,0,0,0,0,0,0
31,3,2,0,0,0,0,0,0,0,0
32,3,2,0,0,0,0,0,0,0,0
33,4,2,0,0,0,0,0,0,0,0
34,4,2,0,0,0,0,0,0,0,0
35,4,2,0,0,0,0,0,0,0,0
36,5,2,0,0,0,0,0,0,0,0
37,5,2,0,0,0,0,0,0,0,0
38,5,2,0,0,0,0,0,0,0,0
39,5,2,0,0,0,0,0,0,0,0
40,6,2,1,0,0,0,0,0,0,0
41,6,3,1,0,0,0,0,0,0,0
42,6,3,1,0,0,0,0,0,0,0
43,6,3,1,0,0,0,0,0,0,0
44,7,3,1,0,0,0,0,0,0,0
45,7,3,1,0,0,0,0,0,0,0
46,7,3,1,0,0,0,0,0,0,0
47,7,3,1,0,0,0,0,0,0,0
48,7,4,1,0,0,0,0,0,0,0
49,7,4,1,0,0,0,0,0,0,0
50,7,4,1,0,0,0,0,0,0,1
51,8,4,1,0,0,0,0,0,1,1
52,8,4,1,0,0,0,0,0,1,1
53,8,4,1,0,0,0,0,0,1,1
54,8,4,1,0,0,0,0,0,1,1
55,8,4,1,0,0,0,0,0,1,1
56,8,5,1,0,0,0,0,0,1,1
57,9,5,1,0,0,0,0,0,1,1
58,9,5,1,0,0,0,0,0,1,1
59,9,5,1,0,0,0,0,0,1,1
60,9,5,1,0,0,0,0,0,1,1
61,9,5,1,0,0,0,0,0,1,1
62,10,5,1,0,0,0,0,0,1,1
63,10,5,1,0,0,0,0,0,1,1
64,10,5,1,0,0,0,0,0,1,1
65,10,5,1,0,0,0,0,0,1,1
66,10,5,1,0,0,0,0,0,1,1
67,10,5,1,0,0,0,0,0,1,1
68,10,5,1,0,0,0,0,0,1,1
69,10,5,1,0,0,0,0,0,1,1
70,10,6,1,0,0,0,0,0,1,1
71,10,6,1,0,0,0,0,0,1,1
72,10,7,1,0,0,0,0,0,1,1
73,10,7,1,0,0,0,0,0,1,1
74,10,7,1,0,0,0,0,0,1,1
75,10,7,1,0,0,0,0,0,1,1
76,10,7,1,0,0,0,0,0,1,1
77,10,7,1,0,0,0,0,0,1,1
78,11,7,1,0,0,0,0,0,1,1
79,11,7,1,0,0,0,0,0,1,1
80,11,7,1,0,0,0,0,0,1,1
81,11,7,1,0,0,0,0,0,1,1
82,11,8,1,0,0,0,0,0,1,1
83,11,8,1,0,0,0,0,0,1,1
84,12,9,1,0,0,0,0,0,1,1
85,12,9,1,0,0,0,0,0,1,1
86,12,9,1,0,0,0,0,0,1,1
87,12,9,1,0,0,0,0,0,1,1
88,12,9,1,0,0,0,0,0,1,1
89,13,9,1,0,0,0,0,0,1,1
90,13,9,1,0,0,0,0,0,1,1
91,13,9,1,0,0,0,0,0,1,1
92,13,9,1,0,0,0,0,0,1,1
93,14,9,2,0,0,0,0,0,1,1
94,15,9,2,0,0,0,0,0,1,1
95,15,9,2,0,0,0,0,0,1,1
96,15,9,2,0,0,0,0,0,1,1
97,15,9,2,0,0,0,0,0,1,1
98,16,10,2,0,0,0,0,0,1,1
99,16,11,2,0,0,0,0,0,1,1
100,17,11,2,0,0,0,0,0,1,1
101,17,11,2,0,0,0,0,0,1,1
102,17,11,2,0,0,0,0,0,1,1
103,17,11,2,0,0,0,0,0,1,1
104,17,11,2,0,0,0,0,0,1,1
105,17,11,2,0,0,0,0,0,1,1
106,18,11,2,0,0,0,0,0,1,1
107,18,11,2,0,0,0,0,0,1,1
108,18,11,2,0,0,0,0,0,1,1
109,19,12,2,0,0,0,0,0,1,1
110,20,12,2,0,0,0,0,0,1,1
111,20,12,2,0,0,0,0,0,1,1
112,20,12,2,0,0,0,0,0,1,1
113,20,12,2,0,0,0,0,0,1,1
114,20,12,2,0,0,0,0,0,1,1
115,20,12,2,0,0,0,0,0,1,1
116,20,12,2,0,0,0,0,0,1,1
117,20,13,2,0,0,0,0,0,1,1
118,20,13,2,0,0,0,0,0,1,1
119,20,13,2,0,0,0,0,0,1,1
120,20,13,2,0,0,0,0,0,1,1
121,21,13,2,0,0,0,0,0,1,1
122,21,14,2,0,0,0,0,0,1,1
123,21,14,2,0,0,0,0,0,1,1
124,21,14,2,0,0,0,0,0,1,1
125,22,14,2,0,0,0,0,0,1,1
126,22,14,2,0,0,0,0,0,1,1
127,22,14,2,0,0,0,0,0,1,1
128,23,15,2,1,0,0,0,0,1,1
129,23,16,2,1,0,0,0,0,1,1
130,23,17,2,1,0,0,0,0,1,1
131,23,17,2,1,0,0,0,0,1,1
132,24,17,2,1,0,0,0,0,1,1
133,24,17,2,1,0,0,0,0,1,1
134,24,18,2,1,0,0,0,0,1,1
