Timestep,Steps - BLUE,Steps - ORANGE,Pressure Plates Activated - BLUE,Pressure Plates Activated - ORANGE,Blocks Placed - BLUE,Blocks Placed - ORANGE,Blocks Removed - BLUE,Blocks Removed - ORANGE,Messages Sent - BLUE,Messages Sent - ORANGE
0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0,0,0
3,0,1,0,0,0,0,0,0,0,0
4,0,1,0,0,0,0,0,0,0,0
5,0,1,0,0,0,0,0,0,0,0
6,0,1,0,0,0,0,0,0,0,0
7,0,1,0,0,0,0,0,0,0,0
8,0,1,0,0,0,0,0,0,0,0
9,0,1,0,0,0,0,0,0,0,0
10,0,1,0,0,0,0,0,0,0,0
11,0,1,0,0,0,0,0,0,0,0
12,0,1,0,0,0,0,0,0,0,0
13,0,1,0,0,0,0,0,0,0,0
14,1,1,0,0,0,0,0,0,0,0
15,1,2,0,0,0,0,0,0,0,0
16,1,2,0,0,0,0,0,0,0,0
17,2,2,0,0,0,0,0,0,0,0
18,2,2,0,0,0,0,0,0,0,0
19,2,2,0,0,0,0,0,0,0,0
20,2,2,0,0,0,0,0,0,0,0
21,2,2,0,0,0,0,0,0,0,0
22,2,2,0,0,0,0,0,0,0,0
23,2,2,0,0,0,0,0,0,0,0
24,2,3,0,0,0,0,0,0,0,0
25,2,3,0,0,0,0,0,0,0,0
26,2,3,0,0,0,0,0,0,0,0
27,3,3,0,0,0,0,0,0,0,0
28,3,3,0,0,0,0,0,0,0,0
29,3,3,0,0,0,0,0,0,0,0
30,3,3,0,0,0,0,0,0,0,0
31,3,4,0,0,0,0,0,0,0,0
32,3,4,0,0,0,0,0,0,0,0
33,4,4,0,0,0,0,0,0,0,0
34,4,4,0,0,0,0,0,0,0,1
35,4,4,0,0,0,0,0,0,1,1
36,4,4,0,0,0,0,0,0,1,1
37,4,5,0,0,0,0,0,0,1,1
38,4,5,0,0,0,0,0,0,1,1
39,4,6,0,0,0,0,0,0,1,1
40,4,6,0,0,0,0,0,0,1,1
41,5,6,0,0,0,0,0,0,1,1
42,5,6,0,0,0,0,0,0,1,1
43,5,7,0,1,0,0,0,0,1,1
44,5,7,0,1,0,0,0,0,1,1
45,5,7,0,1,0,0,0,0,1,1
46,5,7,0,1,0,0,0,0,1,1
47,5,7,0,1,0,0,0,0,1,1
48,5,8,0,1,0,0,0,0,1,1
49,5,9,0,1,0,0,0,0,1,1
50,5,9,0,1,0,0,0,0,1,1
51,5,10,0,1,0,0,0,0,1,1
52,6,10,0,1,0,0,0,0,1,1
53,6,10,0,1,0,0,0,0,1,1
54,6,10,0,1,0,0,0,0,1,1
55,6,10,0,1,0,0,0,0,1,1
56,6,10,0,1,0,0,0,0,1,1
57,6,11,0,1,0,0,0,0,1,1
58,6,11,0,1,0,0,0,0,1,1
59,6,11,0,1,0,0,0,0,1,1
60,6,11,0,1,0,0,0,0,1,1
61,6,11,0,1,0,0,0,0,1,1
62,7,11,0,1,0,0,0,0,1,1
63,7,11,0,1,0,0,0,0,1,1
64,7,11,0,1,0,0,0,0,1,1
65,7,11,0,1,0,0,0,0,1,1
66,7,11,0,1,0,0,0,0,1,1
67,7,11,0,1,0,0,0,0,1,1
68,7,11,0,1,0,0,0,0,1,1
69,7,11,0,1,0,0,0,0,1,1
70,7,11,0,1,0,0,0,0,1,1
71,7,11,0,1,0,0,0,0,1,1
72,7,11,0,1,0,0,0,0,1,1
73,8,11,1,1,0,0,0,0,1,1
74,8,11,1,1,0,0,0,0,1,1
75,8,11,1,1,0,0,0,0,1,1
76,8,12,1,1,0,0,0,0,1,1
77,9,13,1,1,0,0,0,0,1,1
78,9,13,1,1,0,0,0,0,1,1
79,9,13,1,1,0,0,0,0,1,1
80,9,13,1,1,0,0,0,0,1,1
81,9,13,1,1,0,0,0,0,1,1
82,9,13,1,1,0,0,0,0,1,1
83,9,13,1,1,0,0,0,0,1,1
84,9,13,1,1,0,0,0,0,1,1
85,9,13,1,1,0,0,0,0,1,1
86,9,13,1,1,0,0,0,0,1,1
87,9,14,1,1,0,0,0,0,1,1
88,10,14,2,1,0,0,0,0,1,1
89,10,14,2,1,0,0,0,0,1,1
90,10,14,2,1,0,0,0,0,1,1
91,11,14,2,1,0,0,0,0,1,1
92,11,14,2,1,0,0,0,0,1,1
93,11,14,2,1,0,0,0,0,1,1
94,11,14,2,1,0,0,0,0,1,1
95,11,14,2,1,0,0,0,0,1,1
96,11,14,2,1,0,0,0,0,1,1
97,12,14,2,1,0,0,0,0,1,1
98,12,14,2,1,0,0,0,0,1,1
99,13,14,2,1,0,0,0,0,1,1
100,13,14,2,1,0,0,0,0,1,1
101,14,14,3,1,0,0,0,0,1,1
102,14,14,3,1,0,0,0,0,1,1
103,15,15,3,1,0,0,0,0,1,1
104,15,16,3,1,0,0,0,0,1,1
105,15,16,3,1,0,0,0,0,1,1
106,15,17,3,1,0,0,0,0,1,1
107,15,17,3,1,0,0,0,0,1,1
108,15,17,3,1,0,0,0,0,1,1
109,15,17,3,1,0,0,0,0,1,1
110,15,18,3,1,0,0,0,0,1,1
111,16,18,3,1,0,0,0,0,1,1
112,16,19,3,1,0,0,0,0,1,1
113,16,19,3,1,0,0,0,0,1,1
114,16,19,3,1,0,0,0,0,1,1
115,17,19,3,1,0,0,0,0,1,1
116,17,19,3,1,0,0,0,0,1,1
117,17,19,3,1,0,0,0,0,1,1
118,18,19,4,1,0,0,0,0,1,1
119,18,19,4,1,0,0,0,0,1,1
120,18,20,4,1,0,0,0,0,1,1
121,18,20,4,1,0,0,0,0,1,1
122,19,20,4,1,0,0,0,0,1,1
123,19,20,4,1,0,0,0,0,1,1
124,19,20,4,1,0,0,0,0,1,1
125,19,20,4,1,0,0,0,0,1,1
126,19,20,4,1,0,0,0,0,1,1
127,19,21,4,1,0,0,0,0,1,1
128,20,21,4,1,0,0,0,0,1,1
129,21,21,4,1,0,0,0,0,1,1
130,21,22,4,1,0,0,0,0,1,1
131,21,22,4,1,0,0,0,0,2,2
132,21,23,4,1,0,0,0,0,2,2
133,21,24,4,1,0,0,0,0,2,2
134,21,24,4,1,0,0,0,0,2,2
