Timestep,Steps - BLUE,Steps - ORANGE,Pressure Plates Activated - BLUE,Pressure Plates Activated - ORANGE,Blocks Placed - BLUE,Blocks Placed - ORANGE,Blocks Removed - BLUE,Blocks Removed - ORANGE,Messages Sent - BLUE,Messages Sent - ORANGE
0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0,0,0
3,0,1,0,0,0,0,0,0,0,0
4,0,1,0,0,0,0,0,0,0,0
5,0,1,0,0,0,0,0,0,0,0
6,0,1,0,0,0,0,0,0,0,0
7,0,1,0,0,0,0,0,0,0,0
8,1,1,0,0,0,0,0,0,0,0
9,1,1,0,0,0,0,0,0,0,0
10,1,1,0,0,0,0,0,0,0,0
11,2,1,0,0,0,0,0,0,0,0
12,2,1,0,0,0,0,0,0,0,0
13,3,1,0,0,0,0,0,0,0,0
14,4,1,0,0,0,0,0,0,0,0
15,4,2,0,0,0,0,0,0,0,0
16,4,2,0,0,0,0,0,0,0,0
17,4,2,0,0,0,0,0,0,0,0
18,5,2,0,0,0,0,0,0,0,0
19,5,2,0,0,0,0,0,0,0,0
20,5,2,0,0,0,0,0,0,0,0
21,5,3,0,0,0,0,0,0,0,0
22,5,3,0,0,0,0,0,0,0,0
23,5,3,0,0,0,0,0,0,0,0
24,5,3,0,0,0,0,0,0,0,0
25,5,3,0,0,0,0,0,0,0,0
26,5,3,0,0,0,0,0,0,0,0
27,5,3,0,0,0,0,0,0,0,0
28,6,3,0,0,0,0,0,0,0,0
29,7,3,0,0,0,0,0,0,0,0
30,7,3,0,0,0,0,0,0,0,0
31,8,3,0,0,0,0,0,0,0,0
32,8,3,0,0,0,0,0,0,0,0
33,8,3,0,0,0,0,0,0,0,0
34,8,3,0,0,0,0,0,0,0,0
35,8,3,0,0,0,0,0,0,0,0
36,8,3,0,0,0,0,0,0,0,0
37,8,3,0,0,0,0,0,0,0,0
38,8,3,0,0,0,0,0,0,0,0
39,8,4,0,0,0,0,0,0,0,0
40,8,5,0,0,0,0,0,0,0,0
41,8,5,0,0,0,0,0,0,0,0
42,8,6,0,0,0,0,0,0,0,0
43,8,6,0,0,0,0,0,0,0,0
44,8,7,0,0,0,0,0,0,0,0
45,8,7,0,0,0,0,0,0,0,0
46,8,8,0,0,0,0,0,0,0,0
47,8,8,0,0,0,0,0,0,0,0
