Timestep,Steps - BLUE,Steps - ORANGE,Pressure Plates Activated - BLUE,Pressure Plates Activated - ORANGE,Blocks Placed - BLUE,Blocks Placed - ORANGE,Blocks Removed - BLUE,Blocks Removed - ORANGE,Messages Sent - BLUE,Messages Sent - ORANGE
0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,2,1
2,0,1,0,0,0,0,0,0,4,2
3,1,2,0,0,0,0,0,0,6,3
4,1,3,0,0,0,0,0,0,8,4
5,2,3,0,0,0,0,0,0,10,6
6,2,4,0,0,0,0,0,0,11,8
7,2,4,0,0,0,0,0,0,12,11
8,3,4,0,0,0,0,0,0,14,13
9,3,4,0,0,0,0,0,0,15,15
10,3,4,0,0,0,0,0,0,16,17
11,4,4,0,0,0,0,0,0,17,19
12,5,4,0,0,0,0,0,0,18,21
13,6,4,1,0,0,0,0,0,20,23
14,6,4,1,0,0,0,0,0,22,25
15,7,5,1,0,0,0,0,0,24,27
16,7,6,1,0,0,0,0,0,26,30
17,8,7,1,0,0,0,0,0,29,32
18,8,8,1,0,0,0,0,0,31,33
19,8,8,1,0,0,0,0,0,33,34
20,9,9,1,0,0,0,0,0,35,35
21,9,10,1,0,0,0,0,0,37,36
22,10,11,2,0,0,0,0,0,39,38
23,10,11,2,0,0,0,0,0,41,40
24,11,12,2,0,0,0,0,0,43,42
25,11,13,2,0,0,0,0,0,45,44
26,12,13,2,0,0,0,0,0,47,46
27,12,14,2,0,0,0,0,0,49,48
28,13,14,2,0,0,0,0,0,51,50
29,14,14,2,0,0,0,0,0,53,52
30,15,14,2,0,0,0,0,0,55,54
31,16,14,2,0,0,0,0,0,56,56
32,16,14,2,0,0,0,0,0,57,58
33,17,14,2,0,0,0,0,0,58,60
34,18,14,2,0,0,0,0,0,59,62
35,18,14,2,0,0,0,0,0,62,65
36,19,14,2,0,0,0,0,0,64,67
37,19,15,2,0,0,0,0,0,66,69
38,19,15,2,0,0,0,0,0,68,71
39,19,16,2,0,0,0,0,0,70,73
40,19,17,2,0,0,0,0,0,72,75
41,19,18,2,1,0,0,0,0,74,77
42,19,19,2,1,0,0,0,0,76,79
43,19,19,2,1,0,0,0,0,79,82
44,19,19,2,1,0,0,0,0,81,84
45,19,20,2,2,0,0,0,0,83,86
46,20,21,2,2,0,0,0,0,85,88
47,21,22,2,2,0,0,0,0,88,91
48,22,22,2,2,0,0,0,0,90,93
49,23,22,2,2,0,0,0,0,91,95
50,23,23,2,2,0,0,0,0,92,97
51,24,24,2,3,0,0,0,0,93,99
52,24,24,2,3,0,0,0,0,95,102
53,24,25,2,3,0,0,0,0,96,104
54,25,26,2,3,0,0,0,0,97,106
55,25,26,2,3,0,0,0,0,98,107
56,26,26,2,3,0,1,0,0,99,108
57,26,26,2,3,0,1,0,0,101,110
58,27,26,2,3,0,1,0,0,103,112
59,27,27,2,3,0,1,0,0,104,114
60,28,27,2,3,0,1,0,0,105,116
61,28,28,2,3,0,1,0,0,107,118
62,28,28,2,3,0,1,0,0,109,120
63,29,29,2,3,0,1,0,0,111,122
64,29,29,2,3,0,1,0,0,112,124
65,29,29,2,3,0,1,0,0,113,126
66,30,30,2,3,0,1,0,0,114,128
67,30,30,2,3,0,1,0,0,116,130
68,30,31,2,3,0,1,0,0,118,132
69,31,31,2,3,0,1,0,0,120,134
70,31,32,2,3,0,1,0,0,121,136
71,32,32,2,3,0,1,0,0,122,138
72,32,33,2,3,0,1,0,0,124,140
73,33,34,2,4,0,1,0,0,126,143
74,33,34,2,4,0,1,0,0,128,145
75,34,35,2,4,0,1,0,0,130,147
76,35,36,2,4,0,1,0,0,132,149
77,36,37,2,4,0,1,0,0,134,151
78,36,37,2,4,0,1,0,0,136,153
79,37,38,3,4,0,1,0,0,138,155
80,38,38,3,4,0,1,0,0,140,157
81,39,38,3,4,0,1,0,0,142,159
82,40,38,3,4,0,1,0,0,144,161
83,40,38,3,4,0,1,0,0,146,163
84,40,38,3,4,0,1,0,0,148,165
85,41,38,3,4,0,1,0,0,150,167
86,42,38,3,4,0,1,0,0,152,169
87,42,38,3,4,0,1,0,0,154,171
88,43,38,3,4,0,1,0,0,156,173
89,44,38,3,4,0,1,0,0,159,175
90,44,38,3,4,0,1,0,0,161,177
91,45,38,3,4,0,1,0,0,163,179
92,46,38,3,4,0,1,0,0,165,181
93,47,38,3,4,0,1,0,0,166,183
94,48,38,3,4,0,1,0,0,167,185
95,49,38,3,4,0,1,0,0,169,187
