Timestep,Steps - BLUE,Steps - ORANGE,Pressure Plates Activated - BLUE,Pressure Plates Activated - ORANGE,Blocks Placed - BLUE,Blocks Placed - ORANGE,Blocks Removed - BLUE,Blocks Removed - ORANGE,Messages Sent - BLUE,Messages Sent - ORANGE
0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,2,1
2,0,1,0,0,0,0,0,0,4,2
3,1,2,0,0,0,0,0,0,6,3
4,2,3,0,0,0,0,0,0,8,4
5,2,3,0,0,0,0,0,0,11,6
6,3,3,0,0,0,0,0,0,14,8
7,3,4,0,0,0,0,0,0,17,11
8,3,4,0,0,0,0,0,0,19,12
9,3,5,0,0,0,0,0,0,21,13
10,3,6,0,0,0,0,0,0,23,14
11,3,7,0,1,0,0,0,0,25,16
12,3,7,0,1,0,0,0,0,27,18
13,4,8,0,1,0,0,0,0,29,20
14,5,8,0,1,0,0,0,0,32,23
15,6,8,0,1,0,0,0,0,34,25
16,7,9,0,2,0,0,0,0,35,27
17,7,9,0,2,0,0,0,0,36,29
18,8,10,0,2,0,0,0,0,37,31
19,9,10,0,2,0,0,0,0,38,33
20,10,11,0,2,0,0,0,0,40,35
21,10,11,0,2,0,0,0,0,42,38
22,11,11,0,2,0,0,0,0,45,40
23,12,12,0,2,0,0,0,0,47,42
24,12,12,0,2,0,0,0,0,49,44
25,13,13,0,3,0,0,0,0,51,46
26,13,13,0,3,0,0,0,0,53,48
27,13,14,0,3,0,0,0,0,55,50
28,14,14,0,3,0,0,0,0,57,52
29,14,15,0,3,0,0,0,0,59,54
30,15,16,0,3,0,0,0,0,61,57
31,16,16,0,3,0,0,0,0,63,59
32,17,16,1,3,0,0,0,0,65,61
33,18,16,1,3,0,0,0,0,67,63
34,18,16,1,3,0,0,0,0,69,66
35,18,16,1,3,0,0,0,0,72,68
36,19,16,2,3,0,0,0,0,74,70
37,20,17,2,3,0,0,0,0,77,73
38,20,18,2,3,0,0,0,0,79,75
39,21,19,2,3,0,0,0,0,81,77
40,22,20,2,3,0,0,0,0,83,78
41,22,20,2,3,0,0,0,0,84,79
42,22,20,2,3,0,0,0,0,85,80
43,23,20,2,3,0,0,0,0,86,81
44,23,20,2,3,0,0,0,0,88,82
45,23,20,2,3,0,1,0,0,90,83
46,24,20,2,3,0,1,0,0,93,85
47,24,21,2,3,0,1,0,0,95,87
48,25,21,2,3,0,1,0,0,97,89
49,26,22,2,3,0,1,0,0,99,91
50,27,23,2,3,0,1,0,0,100,93
51,28,23,2,3,0,1,0,0,101,96
52,29,24,2,3,0,1,0,0,103,99
53,29,24,2,3,0,1,0,0,105,102
54,29,25,2,3,0,1,0,0,107,105
55,29,25,2,3,0,1,0,0,109,107
56,29,26,2,3,0,1,0,0,111,109
57,29,27,2,3,0,1,0,0,113,111
58,29,27,2,3,0,1,0,0,115,113
59,29,28,2,3,0,1,0,0,117,115
